AppId,AppName,AppImg
105,学习通知,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/fd0b55f65bc8c205ccd81d1e5b28e35a.png
102,活动,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/fd04c123e7c19fcf398a92c2a74b19eb.png
148,资源审核系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/fcf3e1a873e49788ad490d2e1bf3e3fd.png
107,课本点读,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f78fbf9a237bdac0899aeb5e970abb0f.png
222,趣味学习-教育局,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f60ad1f8e6c71cd60d8e8d341ffe2a65.png
106,课堂工具,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f5789d38d77d6e70c3e357fcefedf836.png
247,华夏汉字,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f38420fde04dea2a9a5f7092af77c993.png
131,快拍错题,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f27fe4a98b55230b6cc6c8f1a4a33090.png
100,才艺秀,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/f1706164acc89bbda86c9a3f1481bf5c.png
243,讨论空间,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/e9e0aa0efcd946d2b1513faed528e633.png
127,直播中心,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/e9d50af1ed16f72df31a1f34bf494c8f.png
108,资源中心,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/e1035c80ffab2ad53bd1ea3fbb7292be.png
125,学情分析,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/dd8e69290aeb959fbf288f669ac19dc0.png
228,乐教乐学云平台应用-师训,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/dd0709bb1c1f642aca381348fc8d9009.jpg
128,通知,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/dc165e02a9bf936811b8c02aaff5dbe4.png
117,校园风采,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/dbbbcd3107d61e8793a794d010430c89.png
249,协同备课,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/d38bcd6f19be89b7feaec936ae9c5fa8.png
244,乐学阅读,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/cfaceb100f3d16d8bff6871e130b6705.png
121,班级管理,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/c94392ecdc2afcd2428c5e341af5d4c4.png
119,成绩管理,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/c186b0975f0abffb193d52b9db3e12c3.png
238,素质评价,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/bb072c52ac9684a24c3d243388bca7de.png
123,课程表,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/b321cc6cfc3de9c5986d2a67a7bf6431.png
126,打卡,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/b0d8163f5e9e3ce2f657c3273675570b.png
239,乐题库,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/aa4c7008d0ffca543078f5e768dcef95.png
134,华夏诗魂,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/a885cf7889d5e13ee21df797df1a809f.png
124,数据统计,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/a7dfb21aae1e5896b908fe6db71f08cc.png
104,博客,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/9aa6db6ceb76a030cb6db15c90e53387.png
132,在线考试,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/976dde145f803509e307cd5456e49f7f.png
129,备课管理,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/8260bdb1430bc9b27819c5ebb4495cd2.png
241,网络阅卷,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/7bbee64a88667b2fa810530f8872f9fa.png
248,公文,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/78eb8304a4b4d66ce2dc71dc7783def2.png
150,录取信息查询,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
151,素质评价查询,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
153,录取信息查询,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
154,素质评价查询,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
156,三个课堂,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
157,教育扶贫大数据平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
158,OA办公系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
159,文件交换系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
160,填报系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
161,图书管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
162,学生营养餐食堂在线监测追溯管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
163,腾讯智慧校园,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
164,“阳光智园”校服管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
165,电子证书,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
166,平昌教育科研,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
167,公共机构能源资源消费统计系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
168,中小学数字校园云平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
169,人事工资信息管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
170,装备管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
171,国家开发银行助学贷款信息网,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
172,财务（基建）管理云平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
173,四川省课堂教学大比武,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
174,全国农村义务教育学生营养改善计划月报表系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
175,全国教师管理信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
176,全国学前教育管理信息系统-四川省,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
177,四川省校外培训机构信息管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
178,四川省教育考试院招生考试信息查询系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
179,食堂财务管理软件,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
180,教育信息化管理信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
181,协同办公系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
182,全国中等职业学校学生管理信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
183,内控报告系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
184,教育督导评估应用系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
185,巴中市人民政府网站集约化平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
186,四川省电子政务内网公文交换系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
187,四川省学生资助网,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
188,全国适龄残疾儿童少年入学情况监测系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
219,趣味学习-学生,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
220,趣味学习-家长,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
221,趣味学习-老师,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
223,学校应用-学生,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
224,学校应用-家长,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
225,测试-未接入第三方应用,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
226,乐教乐学PC端应用-资源审核,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
227,已接入第三方应用,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
229,乐教乐学大厅应用-资源中心,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
230,测试趣味,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
231,测试学校,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
232,活动管理,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
234,心理测评,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
237,名师课堂,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
240,学业大数据分析系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
250,考试综合管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
251,山东高考报名平台（归属省报考院）,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
252,山东省基础教育信息化管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
253,学生学籍管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
254,全国教育信息化工作管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
255,全国学生资助管理信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
256,山东省建档立卡学生资助信息管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
257,济宁安全教育平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
258,山东省学校安全管理信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
259,山东省解决城镇中小学大班额问题信息系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
260,义务教育薄弱环节改善与提升双月报系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
261,基础教育改革发展专项调查系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
262,青少年健康管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
263,山东省教育系统疫情防控平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
264,中小学生联赛报名系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
265,山东省教师教育网,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
266,济宁市专业技术人员继续教育管理服务平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
267,济宁教育网赛事平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
268,济宁教育网财务资产管理平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
269,济宁教育网高中招生报名系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
270,济宁教育网音体美课程开设平台,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
271,体育赛事报名系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
272,济宁市视力监测系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
273,集群图书管理系统,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/786c65617cc20e8e879c34bf6b09ed51.png
242,语文拓展学习,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/72c9f69ceac01bff2d0f76a3f26fd0eb.png
120,平安校园,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/6a7cd05ca8480f702601fbb10b72d83a.png
103,班级空间,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/6978016356a24c4ec4755dcdbd8135ec.png
133,趣味学堂,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/671bc5c8da7dc331553ce094e1a2064d.png
245,速算森林,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/56d1b70346d77f7635b9d10a8fd80c24.png
118,成绩查询,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/40e7fd37ef27920560af2b655e5148c8.png
135,延时课,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/34cea59ce188747116885028ef2ccbb3.png
101,微课,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/2f3f2d9143c13fa9b806affc92e2d0cc.png
122,学校管理,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/280880c171c1cdbbacacd052563dad1e.png
109,蜜蜂编程,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/14e11e7b568d78d35a63e5f6f574def6.png
130,调查问卷,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/12a5476558de7a5db6aaf168b4910f65.png
246,成语攻擂,https://fileimosscdn.lejiaolexue.com/eduyun/app_icons/05b3f77854578162b288bba214b2eb62.png